-11.999999995,-4.153415108634325e-12,-1.5971488695618813e-11,-1.5971488695618813e-11,-4.15341510969909e-12
-11.98743781477718,-3.3266552626423643e-12,-1.5624635238069227e-11,-1.5624635238069227e-11,-3.3266552615548124e-12
-11.974875648321044,-2.450236633364333e-12,-1.486844231960652e-11,-1.486844231960652e-11,-2.450236631833825e-12
-11.962313509398694,-1.6017062620560992e-12,-1.372629245735544e-11,-1.372629245735544e-11,-1.6017062648736744e-12
-11.949751411776731,-8.551079226415611e-13,-1.2248583947233058e-11,-1.2248583947233058e-11,-8.551079224908652e-13
-11.93718936922142,-2.7673316158965914e-13,-1.0509384630885985e-11,-1.0509384630885985e-11,-2.767331684573059e-13
-11.924627395499714,7.86989037314574e-14,-8.601583933514361e-12,-8.601583933514361e-12,7.869890989994667e-14
-11.91206550437869,1.7120291880674632e-13,-6.630846573446868e-12,-6.630846573446868e-12,1.7120292107340222e-13
-11.899503709624419,-2.216201002575555e-14,-4.708746896243235e-12,-4.708746896243235e-12,-2.2162005399332358e-14
-11.88694202500264,-5.059776647730578e-13,-2.945521835062356e-12,-2.945521835062356e-12,-5.059776649987223e-13
-11.874380464280076,-1.266229047933815e-12,-1.442897322452477e-12,-1.442897322452477e-12,-1.2662290506570583e-12
-11.861819041223706,-2.271165699149234e-12,-2.8744766523147354e-13,-2.8744766523147354e-13,-2.271165699965734e-12
-11.849257769598777,-3.4732189560925057e-12,4.550874776512503e-13,4.550874776512503e-13,-3.473218957976772e-12
-11.83669666317015,-4.811862093233622e-12,7.441680134023841e-13,7.441680134023841e-13,-4.811862089977371e-12
-11.824135735704244,-6.217254415597717e-12,5.672132885317727e-13,5.672132885317727e-13,-6.217254418880185e-12
-11.811575000967595,-7.614451094378646e-12,-5.941804041110904e-14,-5.941804041110904e-14,-7.61445109636914e-12
-11.799014472724442,-8.92793539305653e-12,-1.091300076644929e-12,-1.091300076644929e-12,-8.92793539234904e-12
-11.786454164738505,-1.0086202245745441e-11,-2.4586110782070947e-12,-2.4586110782070947e-12,-1.0086202248849078e-11
-11.77389409077564,-1.1026121424348457e-11,-4.070439832757935e-12,-4.070439832757935e-12,-1.102612142319758e-11
-11.76133426460174,-1.1696819075234248e-11,-5.820458968978412e-12,-5.820458968978412e-12,-1.1696819073880993e-11
